MutantNo,[FAIL | TIME | EXC | LIVE]
1,EXC
2,FAIL
3,FAIL
4,FAIL
5,EXC
6,FAIL
7,FAIL
8,FAIL
9,EXC
10,FAIL
11,FAIL
12,FAIL
13,EXC
14,FAIL
15,FAIL
16,FAIL
17,FAIL
18,EXC
19,FAIL
20,EXC
21,FAIL
22,FAIL
23,EXC
24,FAIL
25,FAIL
