MutantNo,[FAIL | TIME | EXC | LIVE]
1,LIVE
2,LIVE
3,EXC
4,EXC
5,EXC
6,EXC
7,FAIL
8,LIVE
9,FAIL
10,FAIL
11,FAIL
12,FAIL
13,LIVE
14,FAIL
15,FAIL
16,FAIL
