MutantNo,[FAIL | TIME | EXC | LIVE]
1,LIVE
2,EXC
3,LIVE
4,EXC
5,LIVE
6,EXC
7,FAIL
8,LIVE
9,FAIL
10,FAIL
11,EXC
12,EXC
13,LIVE
14,FAIL
15,FAIL
16,EXC
17,FAIL
18,FAIL
19,EXC
