MutantNo,[FAIL | TIME | EXC | LIVE]
227,LIVE
228,LIVE
229,FAIL
230,FAIL
231,FAIL
232,FAIL
233,LIVE
234,FAIL
235,FAIL
236,FAIL
237,FAIL
238,FAIL
239,FAIL
240,FAIL
241,FAIL
242,FAIL
243,FAIL
244,FAIL
245,FAIL
246,FAIL
247,FAIL
248,FAIL
249,LIVE
250,FAIL
251,FAIL
252,FAIL
253,LIVE
254,FAIL
255,FAIL
256,FAIL
257,FAIL
258,EXC
259,FAIL
260,FAIL
261,EXC
262,FAIL
263,LIVE
264,FAIL
265,FAIL
266,FAIL
267,EXC
268,FAIL
269,FAIL
270,FAIL
271,LIVE
272,LIVE
273,FAIL
274,FAIL
275,EXC
276,FAIL
277,FAIL
278,FAIL
279,LIVE
280,FAIL
281,FAIL
282,EXC
283,FAIL
284,FAIL
285,EXC
286,FAIL
287,FAIL
288,FAIL
289,FAIL
290,EXC
291,LIVE
292,LIVE
293,LIVE
294,LIVE
295,LIVE
296,LIVE
297,LIVE
298,EXC
299,LIVE
300,FAIL
301,LIVE
302,FAIL
303,FAIL
304,FAIL
305,EXC
306,FAIL
307,FAIL
308,LIVE
309,LIVE
310,FAIL
311,LIVE
312,FAIL
313,LIVE
314,EXC
315,LIVE
316,FAIL
317,FAIL
318,FAIL
319,FAIL
320,FAIL
321,FAIL
322,EXC
323,LIVE
324,LIVE
325,LIVE
326,LIVE
327,LIVE
328,LIVE
329,LIVE
330,LIVE
331,LIVE
332,LIVE
333,FAIL
334,LIVE
335,LIVE
336,LIVE
337,FAIL
338,FAIL
339,LIVE
340,FAIL
341,LIVE
342,EXC
343,LIVE
344,FAIL
345,FAIL
346,FAIL
347,FAIL
348,FAIL
349,FAIL
350,EXC
351,FAIL
352,FAIL
353,LIVE
354,EXC
355,LIVE
356,FAIL
357,FAIL
358,FAIL
359,FAIL
360,EXC
361,FAIL
362,FAIL
363,FAIL
364,FAIL
365,FAIL
366,FAIL
367,FAIL
368,FAIL
369,FAIL
370,EXC
371,FAIL
372,FAIL
373,FAIL
374,EXC
375,FAIL
376,FAIL
377,FAIL
378,FAIL
379,FAIL
380,FAIL
381,FAIL
382,FAIL
383,EXC
384,LIVE
385,LIVE
386,LIVE
387,LIVE
388,LIVE
389,LIVE
390,LIVE
391,EXC
392,LIVE
393,FAIL
394,LIVE
395,FAIL
396,FAIL
397,EXC
398,FAIL
399,FAIL
400,FAIL
401,FAIL
402,FAIL
403,FAIL
404,FAIL
405,FAIL
406,FAIL
407,EXC
408,FAIL
409,FAIL
410,FAIL
411,LIVE
412,FAIL
413,FAIL
414,FAIL
415,EXC
416,LIVE
417,FAIL
418,FAIL
419,FAIL
420,FAIL
421,FAIL
422,LIVE
423,FAIL
424,FAIL
425,FAIL
426,FAIL
427,LIVE
428,FAIL
429,FAIL
430,FAIL
431,LIVE
432,LIVE
433,FAIL
434,FAIL
435,FAIL
436,LIVE
437,FAIL
438,FAIL
439,FAIL
440,FAIL
441,FAIL
442,FAIL
443,FAIL
444,FAIL
445,EXC
446,LIVE
447,FAIL
448,FAIL
449,FAIL
450,FAIL
451,FAIL
452,FAIL
453,EXC
454,FAIL
455,FAIL
456,FAIL
457,FAIL
458,FAIL
459,LIVE
460,LIVE
461,LIVE
462,LIVE
463,LIVE
464,LIVE
465,EXC
466,FAIL
467,LIVE
468,FAIL
469,LIVE
477,FAIL
478,FAIL
479,FAIL
480,FAIL
481,EXC
482,FAIL
483,FAIL
484,EXC
485,FAIL
486,FAIL
487,FAIL
488,FAIL
489,FAIL
490,FAIL
491,FAIL
492,FAIL
493,FAIL
494,FAIL
495,FAIL
496,FAIL
497,LIVE
498,FAIL
499,FAIL
500,FAIL
501,FAIL
502,FAIL
503,EXC
504,FAIL
505,FAIL
506,FAIL
507,FAIL
508,FAIL
509,FAIL
510,FAIL
511,FAIL
512,FAIL
513,FAIL
514,FAIL
515,FAIL
516,EXC
517,FAIL
518,FAIL
519,FAIL
520,FAIL
521,FAIL
522,FAIL
523,FAIL
524,FAIL
525,FAIL
526,EXC
527,FAIL
528,FAIL
529,FAIL
530,FAIL
531,EXC
532,FAIL
533,FAIL
534,FAIL
535,EXC
536,FAIL
537,FAIL
538,EXC
539,FAIL
540,FAIL
541,FAIL
542,FAIL
543,EXC
544,FAIL
545,FAIL
546,FAIL
547,FAIL
548,FAIL
549,FAIL
550,FAIL
551,FAIL
552,FAIL
553,FAIL
554,FAIL
555,FAIL
556,FAIL
557,FAIL
558,FAIL
559,FAIL
560,FAIL
561,FAIL
562,FAIL
563,FAIL
564,FAIL
565,FAIL
566,LIVE
567,LIVE
568,LIVE
569,LIVE
570,LIVE
573,FAIL
574,LIVE
575,LIVE
576,LIVE
577,FAIL
578,LIVE
579,LIVE
580,FAIL
582,FAIL
583,FAIL
584,FAIL
585,LIVE
586,FAIL
587,FAIL
588,FAIL
589,EXC
590,LIVE
591,LIVE
592,LIVE
593,LIVE
594,LIVE
595,LIVE
596,LIVE
597,FAIL
598,LIVE
599,LIVE
600,FAIL
601,LIVE
602,FAIL
603,LIVE
604,FAIL
605,FAIL
606,FAIL
607,FAIL
608,FAIL
609,FAIL
610,FAIL
611,FAIL
612,FAIL
613,FAIL
614,FAIL
615,FAIL
616,FAIL
617,FAIL
618,FAIL
619,FAIL
620,FAIL
621,FAIL
622,FAIL
623,EXC
624,FAIL
625,FAIL
626,LIVE
627,FAIL
628,FAIL
629,FAIL
630,EXC
631,FAIL
632,FAIL
633,FAIL
634,LIVE
635,FAIL
636,FAIL
637,LIVE
638,LIVE
639,LIVE
640,LIVE
641,LIVE
642,LIVE
643,FAIL
644,LIVE
645,LIVE
646,FAIL
647,FAIL
648,FAIL
649,FAIL
650,FAIL
651,FAIL
652,FAIL
653,EXC
654,LIVE
655,FAIL
656,LIVE
657,FAIL
658,FAIL
659,FAIL
660,FAIL
661,FAIL
662,FAIL
663,FAIL
664,EXC
665,FAIL
666,FAIL
667,FAIL
668,FAIL
669,FAIL
670,FAIL
671,FAIL
672,FAIL
673,EXC
674,LIVE
675,LIVE
676,FAIL
677,LIVE
678,LIVE
679,LIVE
680,FAIL
681,LIVE
682,LIVE
683,LIVE
684,LIVE
685,FAIL
686,FAIL
687,FAIL
688,FAIL
689,FAIL
690,EXC
691,LIVE
692,FAIL
693,FAIL
694,FAIL
695,FAIL
696,FAIL
697,FAIL
698,FAIL
699,FAIL
700,FAIL
701,FAIL
702,EXC
703,FAIL
704,FAIL
705,FAIL
706,FAIL
707,LIVE
708,LIVE
709,LIVE
710,LIVE
711,LIVE
712,LIVE
713,LIVE
714,EXC
715,LIVE
716,FAIL
717,LIVE
718,FAIL
719,FAIL
720,FAIL
721,FAIL
722,FAIL
723,FAIL
724,FAIL
725,FAIL
726,FAIL
727,FAIL
728,FAIL
729,FAIL
730,EXC
731,FAIL
732,FAIL
733,FAIL
734,FAIL
735,FAIL
736,FAIL
737,FAIL
738,EXC
739,LIVE
740,FAIL
741,FAIL
742,FAIL
743,LIVE
744,LIVE
745,LIVE
746,EXC
747,FAIL
748,FAIL
749,FAIL
750,EXC
751,LIVE
752,FAIL
753,LIVE
754,FAIL
755,LIVE
756,LIVE
757,LIVE
758,LIVE
759,LIVE
760,LIVE
761,LIVE
762,EXC
763,LIVE
764,LIVE
765,FAIL
766,FAIL
767,FAIL
768,FAIL
769,FAIL
770,FAIL
771,FAIL
772,FAIL
773,FAIL
774,FAIL
775,EXC
776,FAIL
777,FAIL
778,FAIL
779,FAIL
780,FAIL
781,FAIL
782,FAIL
783,FAIL
784,FAIL
785,FAIL
786,FAIL
787,FAIL
788,FAIL
789,FAIL
790,FAIL
791,FAIL
792,FAIL
793,EXC
794,FAIL
795,FAIL
796,FAIL
797,FAIL
798,LIVE
799,FAIL
800,LIVE
801,FAIL
802,LIVE
803,FAIL
804,FAIL
805,FAIL
806,FAIL
807,FAIL
808,FAIL
809,LIVE
810,LIVE
811,FAIL
812,FAIL
813,FAIL
814,LIVE
815,LIVE
816,LIVE
817,FAIL
818,FAIL
819,LIVE
820,FAIL
821,FAIL
822,FAIL
823,FAIL
824,FAIL
825,FAIL
826,FAIL
827,FAIL
828,FAIL
829,LIVE
830,FAIL
831,FAIL
832,FAIL
833,FAIL
834,EXC
835,FAIL
836,LIVE
837,LIVE
838,LIVE
839,LIVE
840,FAIL
841,FAIL
842,FAIL
843,FAIL
844,FAIL
845,FAIL
846,FAIL
847,FAIL
848,EXC
849,FAIL
850,FAIL
851,FAIL
852,LIVE
853,LIVE
854,LIVE
855,LIVE
856,LIVE
857,FAIL
858,FAIL
859,FAIL
860,LIVE
861,FAIL
862,FAIL
863,FAIL
864,FAIL
865,EXC
866,FAIL
867,FAIL
868,FAIL
869,LIVE
870,LIVE
871,FAIL
872,FAIL
873,FAIL
874,LIVE
875,LIVE
876,LIVE
877,LIVE
878,FAIL
879,FAIL
880,FAIL
881,LIVE
882,FAIL
883,FAIL
884,FAIL
885,FAIL
886,EXC
887,FAIL
888,FAIL
889,FAIL
890,LIVE
891,LIVE
892,FAIL
893,FAIL
894,FAIL
895,FAIL
896,FAIL
897,FAIL
898,LIVE
899,LIVE
900,LIVE
901,LIVE
902,FAIL
903,FAIL
904,FAIL
905,FAIL
906,FAIL
907,FAIL
908,FAIL
909,FAIL
910,LIVE
911,FAIL
912,LIVE
913,FAIL
914,FAIL
915,LIVE
916,FAIL
917,FAIL
918,LIVE
919,FAIL
920,FAIL
921,FAIL
922,FAIL
923,EXC
924,FAIL
925,FAIL
926,FAIL
927,FAIL
928,FAIL
929,FAIL
930,LIVE
931,LIVE
932,LIVE
933,FAIL
934,FAIL
935,FAIL
936,FAIL
937,FAIL
938,FAIL
939,FAIL
940,FAIL
941,FAIL
942,FAIL
943,LIVE
944,FAIL
945,FAIL
946,LIVE
947,FAIL
948,FAIL
949,FAIL
950,FAIL
951,FAIL
952,FAIL
953,LIVE
954,FAIL
955,FAIL
956,FAIL
957,FAIL
958,FAIL
959,FAIL
960,FAIL
961,FAIL
962,LIVE
963,FAIL
964,FAIL
965,FAIL
966,FAIL
967,FAIL
968,FAIL
969,FAIL
970,FAIL
971,FAIL
972,FAIL
973,FAIL
974,FAIL
975,FAIL
976,FAIL
977,FAIL
978,FAIL
979,FAIL
980,FAIL
981,FAIL
982,EXC
983,FAIL
984,FAIL
985,FAIL
986,EXC
987,FAIL
988,FAIL
989,FAIL
990,FAIL
991,LIVE
992,LIVE
993,LIVE
994,LIVE
995,LIVE
996,LIVE
997,LIVE
998,LIVE
999,LIVE
1000,LIVE
1001,LIVE
1002,LIVE
1003,FAIL
1004,LIVE
1005,LIVE
1006,LIVE
1007,FAIL
1008,LIVE
1009,FAIL
1010,FAIL
1011,LIVE
1012,FAIL
1013,FAIL
1014,LIVE
1015,FAIL
1016,LIVE
1017,FAIL
1018,FAIL
1019,FAIL
1020,FAIL
1021,EXC
1022,LIVE
1023,FAIL
1024,FAIL
1025,FAIL
1026,FAIL
1027,FAIL
1028,FAIL
1029,FAIL
1030,FAIL
1031,LIVE
1032,FAIL
1033,FAIL
1034,LIVE
1035,EXC
1036,LIVE
1037,FAIL
1038,LIVE
1039,FAIL
1040,FAIL
1041,FAIL
1042,FAIL
1043,FAIL
1044,FAIL
1045,FAIL
1046,FAIL
1047,LIVE
1048,FAIL
1049,LIVE
1050,FAIL
1051,FAIL
1052,LIVE
1053,FAIL
1054,FAIL
1055,LIVE
1056,FAIL
1057,LIVE
1058,LIVE
1059,FAIL
1060,LIVE
1061,LIVE
1062,LIVE
1063,LIVE
1064,LIVE
1065,LIVE
1066,LIVE
1067,LIVE
1068,LIVE
1069,LIVE
1070,LIVE
1071,FAIL
1072,LIVE
1073,LIVE
1074,FAIL
1075,LIVE
1076,FAIL
1077,FAIL
1078,LIVE
1079,LIVE
1080,LIVE
1081,LIVE
1082,LIVE
1083,LIVE
1084,FAIL
1085,LIVE
1086,LIVE
1088,LIVE
1089,FAIL
1090,FAIL
1091,LIVE
1092,FAIL
1093,LIVE
1094,LIVE
1095,EXC
1096,LIVE
1097,LIVE
1098,LIVE
1099,LIVE
1100,LIVE
1101,LIVE
1102,LIVE
1103,EXC
1104,LIVE
1105,FAIL
1106,LIVE
1107,LIVE
1108,FAIL
1109,LIVE
1110,LIVE
1111,LIVE
1112,LIVE
1113,LIVE
1114,LIVE
1115,LIVE
1116,LIVE
1117,LIVE
1121,FAIL
1122,FAIL
1123,FAIL
1124,FAIL
1125,FAIL
1126,FAIL
1127,FAIL
1128,FAIL
1129,FAIL
1130,FAIL
1131,FAIL
1132,FAIL
1133,FAIL
1134,FAIL
1135,FAIL
1136,EXC
1137,FAIL
1138,FAIL
1139,FAIL
1140,FAIL
1141,FAIL
1142,FAIL
1143,FAIL
1144,FAIL
1145,FAIL
1146,FAIL
1147,FAIL
1148,FAIL
1149,FAIL
1150,FAIL
1151,FAIL
1152,FAIL
1153,FAIL
1154,FAIL
1155,FAIL
1156,FAIL
1157,FAIL
1158,FAIL
1159,FAIL
1160,FAIL
1161,EXC
1162,FAIL
1163,FAIL
1164,FAIL
1165,EXC
1166,FAIL
1167,FAIL
1168,EXC
1169,FAIL
1170,FAIL
1171,EXC
1172,FAIL
1173,FAIL
1174,EXC
1175,FAIL
1176,FAIL
1177,FAIL
1178,FAIL
1179,FAIL
1180,FAIL
1181,FAIL
1182,FAIL
1183,FAIL
1184,LIVE
1185,FAIL
1186,LIVE
1187,FAIL
1188,LIVE
1189,FAIL
1190,FAIL
1191,FAIL
1192,FAIL
1193,FAIL
1194,FAIL
1195,FAIL
1196,FAIL
1197,EXC
1198,FAIL
1199,FAIL
1200,FAIL
1201,FAIL
1202,FAIL
1203,FAIL
1204,FAIL
1205,FAIL
1206,FAIL
1207,FAIL
1208,FAIL
1209,EXC
1210,FAIL
1211,FAIL
1212,FAIL
1213,FAIL
1214,FAIL
1215,FAIL
1216,FAIL
1217,FAIL
1218,FAIL
1219,FAIL
1220,FAIL
1221,FAIL
1222,FAIL
1223,FAIL
1224,FAIL
1225,FAIL
1226,FAIL
1227,FAIL
1228,FAIL
1229,FAIL
1230,FAIL
1231,FAIL
1232,FAIL
1233,FAIL
1234,FAIL
1235,FAIL
1236,FAIL
1237,FAIL
1238,FAIL
1239,FAIL
1240,FAIL
1241,FAIL
1242,FAIL
1243,FAIL
1244,EXC
1245,FAIL
1246,FAIL
1247,FAIL
1248,FAIL
1249,FAIL
1250,LIVE
1251,LIVE
1252,FAIL
1253,FAIL
1254,EXC
1255,FAIL
1256,FAIL
1257,FAIL
1258,LIVE
1259,FAIL
1260,FAIL
1261,FAIL
1262,EXC
1263,FAIL
1264,FAIL
1265,FAIL
1266,FAIL
1267,FAIL
1268,FAIL
1269,FAIL
1270,FAIL
1271,FAIL
1272,EXC
1273,FAIL
1274,FAIL
1275,FAIL
1276,FAIL
1277,FAIL
1278,EXC
1279,FAIL
1280,FAIL
1281,EXC
1282,LIVE
1283,EXC
1284,LIVE
1285,LIVE
1286,FAIL
1287,FAIL
1288,LIVE
1289,FAIL
1291,FAIL
1292,FAIL
1293,EXC
1294,FAIL
1295,FAIL
1296,FAIL
1297,LIVE
1298,FAIL
1299,FAIL
1300,FAIL
1301,FAIL
1302,FAIL
1303,FAIL
1304,FAIL
1305,FAIL
1306,FAIL
1307,EXC
1308,FAIL
1309,FAIL
1310,FAIL
1311,FAIL
1312,LIVE
1313,LIVE
1314,LIVE
1315,LIVE
1316,LIVE
1317,LIVE
1318,LIVE
1319,EXC
1320,LIVE
1321,LIVE
1322,FAIL
1323,FAIL
1324,FAIL
1325,LIVE
1326,LIVE
1327,LIVE
1328,LIVE
1329,LIVE
1330,LIVE
1331,LIVE
1332,EXC
1333,LIVE
1334,FAIL
1341,FAIL
1342,EXC
1343,FAIL
1344,FAIL
1345,EXC
1346,FAIL
1347,FAIL
1348,FAIL
1349,EXC
1350,FAIL
1351,FAIL
1352,FAIL
1353,FAIL
1354,FAIL
1355,FAIL
1356,FAIL
1357,FAIL
1358,FAIL
1359,FAIL
1360,LIVE
1361,FAIL
1362,FAIL
1363,FAIL
1364,FAIL
1365,FAIL
1366,FAIL
1367,FAIL
1368,FAIL
1369,EXC
1370,FAIL
1371,FAIL
1372,FAIL
1373,FAIL
1374,FAIL
1375,FAIL
1376,FAIL
1377,FAIL
1378,FAIL
1379,FAIL
1380,FAIL
1381,FAIL
1382,FAIL
1383,EXC
1384,FAIL
1385,FAIL
1386,FAIL
1387,FAIL
1388,FAIL
1389,FAIL
1390,FAIL
1391,FAIL
1392,FAIL
1393,EXC
1394,FAIL
1395,FAIL
1396,EXC
1397,FAIL
1398,FAIL
1399,FAIL
1400,FAIL
1401,FAIL
1402,FAIL
1403,FAIL
1404,FAIL
1405,FAIL
1406,FAIL
1407,FAIL
1408,FAIL
1409,FAIL
1410,FAIL
1411,FAIL
1412,FAIL
1413,FAIL
1414,FAIL
1415,EXC
1416,FAIL
1417,FAIL
1418,FAIL
1419,FAIL
1420,FAIL
1421,FAIL
1422,FAIL
1423,FAIL
1424,FAIL
1425,EXC
1426,FAIL
1427,FAIL
1428,FAIL
1429,FAIL
1430,FAIL
1431,FAIL
1432,LIVE
1433,FAIL
1434,FAIL
1435,FAIL
1436,FAIL
1437,LIVE
1438,FAIL
1439,FAIL
1440,FAIL
1441,FAIL
1442,FAIL
1443,LIVE
1444,FAIL
1445,FAIL
1446,LIVE
1447,FAIL
1448,FAIL
1449,FAIL
1450,FAIL
1451,FAIL
1452,FAIL
1453,FAIL
1454,FAIL
1455,FAIL
1456,FAIL
1457,FAIL
1458,FAIL
1459,EXC
1460,FAIL
1461,FAIL
1462,FAIL
1463,FAIL
1464,FAIL
1465,EXC
1466,FAIL
1467,FAIL
1468,EXC
1469,FAIL
1470,FAIL
1471,EXC
1472,FAIL
1473,FAIL
1474,FAIL
1475,FAIL
1476,FAIL
1477,FAIL
1478,FAIL
1479,EXC
1480,FAIL
1481,FAIL
1482,FAIL
1483,FAIL
1484,EXC
1485,FAIL
1486,FAIL
1487,EXC
1488,LIVE
1489,EXC
1490,LIVE
1491,LIVE
1492,FAIL
1493,FAIL
1494,FAIL
1495,FAIL
1496,FAIL
1497,FAIL
1498,FAIL
1499,FAIL
1500,FAIL
1501,EXC
1502,LIVE
1503,LIVE
1504,LIVE
1505,EXC
1506,LIVE
1507,LIVE
1508,FAIL
1509,FAIL
1510,LIVE
1511,LIVE
1512,LIVE
1513,EXC
1514,LIVE
1515,LIVE
1516,FAIL
1517,FAIL
1518,FAIL
1519,FAIL
1520,FAIL
1521,FAIL
1522,FAIL
1523,FAIL
1524,FAIL
1525,FAIL
1526,FAIL
1527,FAIL
1528,FAIL
1529,FAIL
1530,FAIL
1531,EXC
1532,FAIL
1533,FAIL
1534,FAIL
1535,FAIL
1536,FAIL
1537,FAIL
1538,FAIL
1539,FAIL
1540,FAIL
1541,FAIL
1542,FAIL
1543,FAIL
1544,FAIL
1545,FAIL
1546,FAIL
1547,LIVE
1548,EXC
1549,LIVE
1550,FAIL
1551,FAIL
1552,FAIL
1553,FAIL
1554,FAIL
1555,FAIL
1556,FAIL
1557,LIVE
1558,FAIL
1559,FAIL
1560,FAIL
1561,FAIL
1562,FAIL
1563,FAIL
1564,FAIL
1565,FAIL
1566,FAIL
1567,EXC
1568,LIVE
1569,FAIL
1570,FAIL
1571,LIVE
1572,FAIL
1573,FAIL
1574,LIVE
1575,FAIL
1576,FAIL
1577,FAIL
1578,FAIL
1579,FAIL
1580,FAIL
1581,FAIL
1582,FAIL
1583,FAIL
1584,FAIL
1585,FAIL
1586,FAIL
1587,FAIL
1588,FAIL
1589,FAIL
1590,FAIL
1591,FAIL
1592,FAIL
1593,FAIL
1594,LIVE
1595,FAIL
1596,FAIL
1597,FAIL
1598,FAIL
1599,FAIL
1600,FAIL
1601,FAIL
1602,FAIL
1603,FAIL
1604,LIVE
1605,FAIL
1606,LIVE
1607,LIVE
1608,LIVE
1609,LIVE
1610,LIVE
1611,LIVE
1612,LIVE
1613,EXC
1614,LIVE
1615,LIVE
1616,FAIL
1617,FAIL
1618,FAIL
1619,FAIL
1620,FAIL
1621,EXC
1622,LIVE
1623,FAIL
1624,FAIL
1625,FAIL
1626,FAIL
1627,FAIL
1628,FAIL
1629,EXC
1630,FAIL
1631,FAIL
1632,FAIL
1633,LIVE
1634,LIVE
1635,LIVE
1636,FAIL
1637,FAIL
1638,FAIL
1639,LIVE
1640,FAIL
1641,FAIL
1642,FAIL
1643,FAIL
1644,FAIL
1645,FAIL
1646,FAIL
1647,FAIL
1648,FAIL
1649,FAIL
1650,FAIL
1651,LIVE
1652,FAIL
1653,LIVE
1654,LIVE
1655,LIVE
1656,LIVE
1657,LIVE
1658,LIVE
1659,LIVE
1660,EXC
1661,FAIL
1662,FAIL
1663,FAIL
1664,FAIL
1665,FAIL
1666,FAIL
1667,FAIL
1668,EXC
1669,FAIL
1670,FAIL
1671,LIVE
1672,FAIL
1673,FAIL
1674,FAIL
1675,FAIL
1676,FAIL
1677,FAIL
1678,FAIL
1679,FAIL
1680,FAIL
1681,FAIL
1682,FAIL
1683,FAIL
1684,FAIL
1685,EXC
1686,FAIL
1687,FAIL
1688,FAIL
1689,EXC
1690,FAIL
1691,FAIL
1692,EXC
1693,FAIL
1694,FAIL
1695,FAIL
1696,FAIL
1697,FAIL
1698,FAIL
1699,FAIL
1700,FAIL
1701,FAIL
1702,FAIL
1703,FAIL
1704,FAIL
1705,FAIL
1706,FAIL
1707,FAIL
1708,FAIL
1709,FAIL
1710,FAIL
1711,FAIL
1712,EXC
1713,FAIL
1714,FAIL
1715,FAIL
1716,FAIL
1717,FAIL
1718,FAIL
1719,FAIL
1720,FAIL
1721,EXC
1722,LIVE
1723,LIVE
1724,LIVE
1725,LIVE
1726,FAIL
1727,FAIL
1728,FAIL
1729,FAIL
1730,FAIL
1731,FAIL
1732,FAIL
1733,FAIL
1734,FAIL
1735,FAIL
1736,LIVE
1737,FAIL
1738,FAIL
1739,LIVE
1740,FAIL
1741,FAIL
1742,FAIL
1743,FAIL
1744,LIVE
1745,FAIL
1746,FAIL
1747,FAIL
1748,FAIL
1749,FAIL
1750,FAIL
1751,FAIL
1752,FAIL
1753,FAIL
1754,FAIL
1755,FAIL
1756,FAIL
1757,LIVE
1758,FAIL
1759,FAIL
1760,FAIL
1761,FAIL
1762,LIVE
1763,FAIL
1764,FAIL
1765,FAIL
1766,FAIL
1767,FAIL
1768,FAIL
1769,FAIL
1770,FAIL
1771,FAIL
1772,LIVE
1773,EXC
1774,LIVE
1775,FAIL
1776,LIVE
1777,LIVE
1778,LIVE
1779,LIVE
1780,LIVE
1781,LIVE
1782,FAIL
1783,LIVE
1784,LIVE
1785,LIVE
1786,LIVE
1787,LIVE
1788,LIVE
1789,LIVE
1790,LIVE
1791,FAIL
1792,LIVE
1793,LIVE
1794,LIVE
1795,LIVE
1796,LIVE
1797,LIVE
1798,LIVE
1799,EXC
1800,LIVE
1801,FAIL
1802,FAIL
1803,FAIL
1804,FAIL
1805,FAIL
1806,LIVE
1807,FAIL
1808,FAIL
1809,LIVE
1810,LIVE
1811,LIVE
1812,LIVE
1813,LIVE
1814,FAIL
1815,LIVE
1816,LIVE
1817,FAIL
1818,LIVE
1819,LIVE
1820,LIVE
1821,LIVE
1822,LIVE
1823,LIVE
1824,LIVE
1825,LIVE
1826,EXC
1827,LIVE
1828,LIVE
1829,LIVE
1830,FAIL
1831,FAIL
1832,FAIL
1833,LIVE
1834,LIVE
1835,FAIL
1836,FAIL
1837,LIVE
1838,LIVE
1839,LIVE
1840,LIVE
1841,LIVE
1842,LIVE
1843,LIVE
1844,EXC
1845,FAIL
1846,FAIL
1847,FAIL
1848,FAIL
1849,FAIL
1850,FAIL
1851,FAIL
1852,EXC
1853,LIVE
1854,FAIL
1855,FAIL
1856,LIVE
1857,FAIL
1858,LIVE
1859,LIVE
1860,LIVE
1861,EXC
1862,LIVE
1863,FAIL
1865,FAIL
1866,LIVE
1867,LIVE
1868,LIVE
1869,EXC
1870,LIVE
1871,LIVE
1872,LIVE
1873,EXC
1874,LIVE
1875,LIVE
1876,LIVE
1877,FAIL
1878,FAIL
1879,FAIL
1880,LIVE
1881,FAIL
1882,FAIL
1883,FAIL
1884,FAIL
1885,EXC
1886,LIVE
1887,FAIL
1888,LIVE
1889,FAIL
1890,FAIL
1891,FAIL
1892,FAIL
1893,FAIL
1894,FAIL
1895,FAIL
1896,FAIL
1897,EXC
1898,LIVE
1899,FAIL
1900,FAIL
1901,FAIL
1902,FAIL
1903,FAIL
1904,FAIL
1905,FAIL
1906,FAIL
1907,FAIL
1908,FAIL
1909,EXC
1910,FAIL
1911,FAIL
1912,LIVE
1913,FAIL
1914,FAIL
1915,LIVE
1916,FAIL
1917,FAIL
1918,FAIL
1919,FAIL
1920,FAIL
1921,FAIL
1922,FAIL
1923,FAIL
1924,FAIL
1925,FAIL
1926,EXC
1927,FAIL
1928,FAIL
1929,FAIL
1930,FAIL
1931,FAIL
1932,FAIL
1933,FAIL
1934,FAIL
1935,FAIL
