MutantNo,[FAIL | TIME | EXC | LIVE]
1,FAIL
2,FAIL
3,FAIL
4,LIVE
5,FAIL
6,FAIL
7,LIVE
8,LIVE
9,FAIL
13,LIVE
14,LIVE
15,FAIL
16,FAIL
17,LIVE
18,LIVE
